CNPJ,NOME_FANTASIA,RAZAO_SOCIAL,CIDADE,ESTADO,LOGRADOURO,NUMERO,BAIRRO,CEP,DT_ABERTURA,PORTE,FAIXA_PORTE,FAIXA_FATURAMENTO,VL_CAPITAL_SOCIAL,ATIVIDADE_PRINCIPAL_0,SOCIOS_CARGO,DOMINIOS,LINKEDIN,TELEFONE_GOOGLE_PRO,TELEFONE_PRO_DECISOR,TELEFONE_PRO,EMAILS
24.797.398/0001-05,Não Informado,HENDLER & LOPES ADVOGADOS ASSOCIADOS,NOVO HAMBURGO,RS,AVENIDA AVENIDA CORONEL FREDERICO LINCK,1113,IDEAL,93336-002,22/04/2016,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 2.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,ALEXANDRE HENDLER HENDLER - (SÓCIO-ADMINISTRADOR) | SERGIO UEILER RODRIGUES LOPES - (SÓCIO-ADMINISTRADOR),"https://hlfadvogados.com.br, https://hlfadvogados.com.br/",,(51) 41121228,(54)996044444 | (53)999676109,(51)998621558 | (11)986675839 | (31)986738664 | (51)996021558 | (11)24507348 | (31)36542551 | (51)41121228,contato@corintianors.com.br | fabriciowerb@raufer.com.br
24.814.369/0001-04,Não Informado,MONTEIRO RUSU CAMEIRAO E BERCHT SOCIEDADE DE ADVOGADOS,SAO PAULO,SP,RUA HUNGRIA,1240,JARDIM EUROPA,01455-000,27/04/2016,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 50.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,DANIEL LOPES MONTEIRO - (SÓCIO-ADMINISTRADOR) | ROBERTO PEKELMAN RUSU - (SÓCIO-ADMINISTRADOR) | RICARDO CAMEIRAO JUNIOR - (SÓCIO COM CAPITAL) | ALLAN BORBA BERCHT - (SÓCIO COM CAPITAL) | ANDRE PISSOLITO CAMPOS - (SÓCIO COM CAPITAL) | THAISA MENZATO - (SÓCIO COM CAPITAL) | MARINA LIPENER FENERICH - (SÓCIO COM CAPITAL) | RAQUEL BLASCOVI DE ASSIS - (SÓCIO COM CAPITAL) | EMILY BALMANT CAVALLARO DE AGUIAR - (SÓCIO COM CAPITAL) | SOFIA MOURA DE FREITAS - (SÓCIO COM CAPITAL) | NATHALIA SATZKE BARRETO DUARTE - (SÓCIO COM CAPITAL) | LUIZ FERNANDO DE CASTRO ANDRIOLLI - (SÓCIO COM CAPITAL) | REBECA DE BARROS ALVES - (SÓCIO COM CAPITAL) | GABRIEL FERREIRA DOS REIS - (SÓCIO COM CAPITAL) | GUILHERME KENJI TAKAHASHI PISETTI - (SÓCIO COM CAPITAL) | RAFFAELA DE OLIVEIRA RAMIRES - (SÓCIO COM CAPITAL) | LANAY MORAIS MIRANDA - (SÓCIO COM CAPITAL) | ALESSANDRA MITSIKO SHIROMA DA ROCHA - (SÓCIO COM CAPITAL) | VICTOR EDUARDO SARMIENTO MENEGUELLI - (SÓCIO COM CAPITAL) | RUAN CARLOS DE OLIVEIRA - (SÓCIO COM CAPITAL) | LIEGE TORQUES DE AZEVEDO - (SÓCIO COM CAPITAL) | GUSTAVO RODRIGUES COSTA - (SÓCIO COM CAPITAL) | LARISSA WENKE FERNANDES - (SÓCIO COM CAPITAL) | JULIO CESAR DOMINGUES DE FARIA - (SÓCIO COM CAPITAL) | PEDRO VIEIRA RAMOS - (SÓCIO COM CAPITAL) | FERNANDA DE MAGALHAES DELNERI - (SÓCIO COM CAPITAL) | NATHALIA PICCIN GUTIERREZ - (SÓCIO COM CAPITAL) | ANA EMILIA OLIVEIRA DA SILVA ARAUJO - (SÓCIO COM CAPITAL) | LUIZ VINICIUS EUGENIO DO NASCIMENTO - (SÓCIO COM CAPITAL) | BRENO LEAL SILVEIRA DE JESUS - (SÓCIO COM CAPITAL) | BIANCA SILVA ALMEIDA - (SÓCIO COM CAPITAL) | CAROLINA PAES DE BARROS FARIAS - (SÓCIO COM CAPITAL) | IAGO SOUZA FERREIRA - (SÓCIO COM CAPITAL) | DAFNE OLIVEIRA MONTEIRO - (SÓCIO COM CAPITAL) | RODRIGO TOSTO LASCALA - (SÓCIO COM CAPITAL) | GIOVANNA BERNARDI FAVALLE - (SÓCIO COM CAPITAL) | ANDRE VILLAS BOAS ESTRELA - (SÓCIO COM CAPITAL) | GIOVANA MORETO - (SÓCIO COM CAPITAL) | DEBORA BERNARDI DE LIMA - (SÓCIO COM CAPITAL) | MARIA EDUARDA GIARDINO FREITAS - (SÓCIO COM CAPITAL) | THAIS CRUVINEL MORETTI - (SÓCIO-ADMINISTRADOR) | SOPHIA SEBTI - (SÓCIO COM CAPITAL) | ANDRE RODRIGUES CHAVES - (SÓCIO COM CAPITAL) | MARIA ALICE MOREIRA AMARAL DOS SANTOS - (SÓCIO COM CAPITAL) | EMILY LIMA RIBAS - (SÓCIO COM CAPITAL) | LUCAS BIGHI PEREIRA - (SÓCIO COM CAPITAL) | GUSTAVO LOBATO DEL ALAMO - (SÓCIO COM CAPITAL) | STEPHANIE PADILHA FARROCO - (SÓCIO COM CAPITAL) | VALENTINA YUME ITO PONZI - (SÓCIO COM CAPITAL) | FELIPE BORGES MOREIRA - (SÓCIO COM CAPITAL) | DANIELLE FERREIRA FERRAZ - (SÓCIO COM CAPITAL) | MATHEUS MENESES DE OLIVEIRA - (SÓCIO COM CAPITAL) | PATRICIA GUILHERME EID - (SÓCIO COM CAPITAL) | BEATRIZ CAVALHIERI ZANETTI - (SÓCIO COM CAPITAL) | JULIANA CAMPOS DE CARVALHO - (SÓCIO COM CAPITAL) | BERNARDO BOULHOSA - (SÓCIO COM CAPITAL) | PAMELA REIS CUSTODIO - (SÓCIO COM CAPITAL) | FLAVIA CRISTINA BIAGIOTTI DA SILVEIRA - (SÓCIO COM CAPITAL) | LUIZ AUGUSTO NUNES GUIMARAES BARROS - (SÓCIO COM CAPITAL) | AMANDA PRZSICZNY CAPALBO - (SÓCIO COM CAPITAL) | ANDREA GONCALVES MENDES OGUIDO - (SÓCIO COM CAPITAL) | JULIA CASTELLARI RIBEIRO - (SÓCIO COM CAPITAL) | MARIANNE FERREIRA SILVA - (SÓCIO COM CAPITAL) | ALYZANDER NAHARY SOUZA DOS SANTOS - (SÓCIO COM CAPITAL) | JONATHAN SPOLAOR CAMARGO - (SÓCIO COM CAPITAL) | FERNANDA SILVA DE ALMEIDA - (SÓCIO COM CAPITAL),https://monteirorusu.com.br,https://www.linkedin.com/company/monteiro-rusu-cameirão-bercht-e-grottoli-advogados,,(18)997761716 | (13)996185012 | (11)919225907 | (11)997783065 | (11)966444287 | (11)998801073 | (11)972939329 | (11)972780252 | (11)999666266 | (11)999818633 | (11)975840304 | (11)971016796 | (11)995670127 | (41)987227373 | (11)961837826 | (11)982081142 | (11)974932736 | (11)958199417 | (11)984995873 | (11)982233778 | (19)991126742 | (11)974005979 | (33)998446498 | (11)992254435 | (11)999549525 | (19)998523009 | (11)988282802 | (11)996655902 | (21)971773160 | (19)992109602 | (11)947806538 | (11)971706669 | (11)976170247 | (11)983939000 | (11)947806596 | (82)999056921 | (11)991388712 | (11)965761915 | (11)982821212 | (11)985133575 | (11)979657507 | (35)999161206 | (11)992681914 | (11)972064410 | (11)975512008 | (12)991218578 | (43)991751555 | (35)992263169,,financeiro@monteirorusu.com.br
25.022.064/0001-14,Não Informado,NOBREGA & SOARES ADVOGADOS ASSOCIADOS,PORTO ALEGRE,RS,AVENIDA PROTASIO ALVES,1376,PETROPOLIS,90410-005,13/05/2016,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 2.100,00",6911701 - SERVIÇOS ADVOCATÍCIOS,JULIO CESAR SOARES DA SILVA - (SÓCIO-ADMINISTRADOR) | MARA ANALIA URRUTIA NOBREGA - (SÓCIO-ADMINISTRADOR),"https://nobregaesoares.com.br, https://nobregaesoares.com.br/, https://nobregaadvogados.com.br",https://br.linkedin.com/company/nobregaesoares,(51) 33696610,(51)981086013 | (51)980111906,(51)33279001 | (51)999925730 | (51)33279210 | (51)33279528 | (51)33279094 | (51)33696610,cesar@guarida.com.br | nsadvogados@nsadvogados.rs
25.116.556/0001-79,DIAS & LIMA - ADVOGADOS ASSOCIADOS,DIAS & LIMA - ADVOGADOS ASSOCIADOS,PALMAS,TO,QUADRA 106 NORTE ALAMEDA 17,43,PLANO DIRETOR NORTE,77006-070,29/06/2016,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 620.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,EDSON DIAS DE ARAUJO - (SÓCIO-ADMINISTRADOR) | RICARDO DE SALES ESTRELA LIMA - (SÓCIO-ADMINISTRADOR),"https://portaldiaselima.adv.br, https://portaldiaselima.adv.br/, https://diaselimaadvogados.com.br",,(63) 992021651,(63)992196355 | (63)984020980,(63)992021651 | (63)992153953 | (63)33228338 | (63)992117063,diaslimaadvogados@gmail.com
25.168.416/0001-44,Não Informado,"LIMA JUNIOR, CASTRO FERREIRA E ADVOGADOS ASSOCIADOS",CAMPINAS,SP,RUA DOUTOR JOSE FERREIRA DE CAMARGO,405,NOVA CAMPINAS,13092-100,20/06/2016,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 30.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,ANA CRISTINA DE CASTRO FERREIRA - (SÓCIO-ADMINISTRADOR) | CLOVIS LOPES DA SILVA PURGATO - (SÓCIO COM CAPITAL) | DEBORA PEREIRA DOS SANTOS - (SÓCIO COM CAPITAL) | FABIANO DA ROCHA GRESPI - (SÓCIO COM CAPITAL) | FLAVIA DE PAULA PINHEIRO DE SOUZA GALELLI - (SÓCIO COM CAPITAL) | JOAO CARLOS DE LIMA JUNIOR - (SÓCIO-ADMINISTRADOR) | JULIANA BUENO QUIRINO BERGAMINI - (SÓCIO COM CAPITAL) | LEANDRO FERREIRA DE SOUSA - (SÓCIO COM CAPITAL) | ANDRE ALVES DOS SANTOS PEREIRA - (SÓCIO COM CAPITAL) | FRANCINE PORTUGAL GONCALVES - (SÓCIO COM CAPITAL) | JULIANO ALVES DOS SANTOS PEREIRA - (SÓCIO COM CAPITAL) | ELISE OLIVEIRA RODRIGUES - (SÓCIO COM CAPITAL) | MARIANA DE QUEIROZ - (SÓCIO COM CAPITAL) | JULIANA PALADINI DO NASCIMENTO - (SÓCIO COM CAPITAL) | FLAVIA CARVALHO AYUSSO - (SÓCIO SEM CAPITAL) | SILVIO ROSSILHO USHIJIMA - (SÓCIO COM CAPITAL) | MARCOS UCCELLA RODRIGUES DE SOUZA - (SÓCIO COM CAPITAL) | MARINA RODRIGUES DE ARAUJO - (SÓCIO COM CAPITAL) | MAIZA VITAL BERTO ALTES - (SÓCIO COM CAPITAL) | RICARDO FERREIRA ROMBOLI - (SÓCIO SEM CAPITAL) | LIA CARVALHO E SILVA DE OLIVEIRA - (SÓCIO SEM CAPITAL) | VINICIUS HONORIO - (SÓCIO SEM CAPITAL) | THAIS CRISTINA PIZZOL VIEIRA - (SÓCIO COM CAPITAL) | VINICIUS SILVA - (SÓCIO SEM CAPITAL) | MATHEUS STABILE CARDOSO - (SÓCIO COM CAPITAL) | ALINE PAULINO GONCALVES - (SÓCIO COM CAPITAL) | RAQUEL DA SILVA RIBEIRO - (SÓCIO COM CAPITAL) | DANIELA DE FREITAS - (SÓCIO COM CAPITAL) | WILLIAM PEREIRA MAGALHAES - (SÓCIO COM CAPITAL) | TATIANA MUNIZ DE BARROS XAVIER - (SÓCIO COM CAPITAL) | VICTORIA MONTEIRO CREDMANN BOTTREL - (SÓCIO COM CAPITAL) | ANDRE DE SOUZA DIPE - (SÓCIO COM CAPITAL) | ILZA SOUZA DE MORAES NETA - (SÓCIO COM CAPITAL) | LORENA MACHADO QUIBAO - (SÓCIO SEM CAPITAL) | AFFONSO CELSO MORAES SAMPAIO JUNIOR - (SÓCIO COM CAPITAL) | GABRIELA VICTORIA VELOSO SANTOS - (SÓCIO SEM CAPITAL) | KAMILA REGINA DE ARAUJO - (SÓCIO SEM CAPITAL) | ANDREIA ODILA VASCON DA SILVA - (SÓCIO COM CAPITAL) | GABRIELA ISAAC FERNANDES - (SÓCIO SEM CAPITAL) | LUIZA DOS SANTOS NICETTO - (SÓCIO SEM CAPITAL) | RENAN DIAS DE ALBUQUERQUE - (SÓCIO COM CAPITAL) | AMELIA MARQUES PEREIRA DE SOUZA DEL NERO - (SÓCIO COM CAPITAL) | GIOVANNA LAO RAFAEL - (SÓCIO SEM CAPITAL) | MALU HOHNE GALBES ALBURGUETTI - (SÓCIO SEM CAPITAL) | ALISSON BRYAN NASCIMENTO DE OLIVEIRA - (SÓCIO COM CAPITAL) | LETICIA MARIA MAIA LOPES - (SÓCIO COM CAPITAL) | LAODICEIA MELCA SILVA CALADO - (SÓCIO COM CAPITAL) | CAROLINE BATISTA CAVANI - (SÓCIO SEM CAPITAL) | MAYARA FERNANDA CHALITA MACHADO - (SÓCIO COM CAPITAL) | LAURA SALOMAO VELOZO - (SÓCIO SEM CAPITAL) | STHEFANYE ROBERTA ZAMPIERI PIVA - (SÓCIO COM CAPITAL) | GABRIELA FREIRE NOGUEIRA - (SÓCIO COM CAPITAL) | LUANA CAROLINE ALMAS DE SOUZA - (SÓCIO COM CAPITAL) | PEDRO DE GODOY BONELLI CARPES - (SÓCIO SEM CAPITAL),"https://limajr.com.br, http://www.limajr.com.br/",,(19) 37549400,(19)992405997 | (19)981842358 | (19)999091402 | (19)993528299 | (19)999949827 | (47)997042193 | (11)930359427 | (19)991984142 | (21)971225035 | (19)997974483 | (19)997123418 | (11)980663055 | (19)983582210 | (15)997880858 | (19)992187278 | (19)987402008 | (19)971072109 | (16)991514605 | (19)981237128 | (35)984147570 | (19)996680961 | (19)982888042 | (19)992363481 | (19)997326234 | (19)991988994 | (21)982338222 | (19)991654896 | (81)981448400 | (19)991293072 | (19)981036450 | (19)995234573 | (19)981915548 | (19)993638998 | (81)988021507 | (11)987746517 | (19)971410934 | (11)991413235 | (19)992717581,(19)37549400,ronaldo.trindade@limajr.com.br | raquel.cardoso@limajr.com.br | paralegalcivel3@limajr.com.br | roberson.cruz@limajr.com.br | paralegalcivel6@limajr.com.br | anacristina@limajr.com.br | fabio.rossi@limajr.com.br | evelise.carvalho@limajr.com.br | caio.oliveira@limajr.com.br | debora.santos@limajr.com.br | silvia.seixas@limajr.com.br | thiago.chagas@limajr.com.br | carolina.passos@limajr.com.br | paralegal@limajr.com.br | patricia.coelho@limajr.com.br | alex.santos@limajr.com.br | andre.morais@limajr.com.br | caio.cardoso@limajr.com.br | marina.valio@limajr.com.br | ariane.boano@limajr.com.br | weber.roda@limajr.com.br | camila.costa@limajr.com.br | juliana@limajr.com.br | rafael.gomes@limajr.com.br | taciana.gantois@limajr.com.br | enzo.rodrigues@limajr.com.br | nicodemos.cunha@limajr.com.br | bruno.martini@limajr.com.br | mychelly.souza@limajr.com.br | luiranna.borel@limajr.com.br | meire.guizzo@limajr.com.br | dario.bittencourt@limajr.com.br | rodrigo.fontebasso@limajr.com.br | lucas.obice@limajr.com.br | joao.colussi@limajr.com.br | beatriz.cavalcante@limajr.com.br | jessica.campos@limajr.com.br | isabela.almeida@limajr.com.br | giovana.salgueiro@limajr.com.br | gabriel.peruzzo@limajr.com.br | carolina.dourado@limajr.com.br | marina.bloch@limajr.com.br | priscilla.lobo@limajr.com.br | giovana.marcon@limajr.com.br | silvia.melis@limajr.com.br | anaalliny.ballarini@limajr.com.br | paralegalcivel5@limajr.com.br | thais.pizzol@limajr.com.br | cleuber.melo@limajr.com.br | paralegalgip@limajr.com.br | victoria.zogaeb@limajr.com.br | rafael.tonoli@limajr.com.br | karina.gonzaga@limajr.com.br | mariana.amaral@limajr.com.br | luana.matarazzo@limajr.com.br | elise.rodrigues@limajr.com.br | thais.silveira@limajr.com.br | bruna.pantano@limajr.com.br | silvia.real@limajr.com.br | ilza.moraes@limajr.com.br | parvati.gonzales@limajr.com.br | silvia@limajr.com.br | patricia.carvalho@limajr.com.br | luciana.nogueira@limajr.com.br | mayara.hadich@limajr.com.br | simone.campetti@limajr.com.br | lylian.meira@limajr.com.br | luna.fernandez@limajr.com.br | magali.fernandes@limajr.com.br | caroline.kinosita@limajr.com.br | paralegalcivel2@limajr.com.br | joaopaulo.vasconcelos@limajr.com.br | rubens.rovigatti@limajr.com.br | anajulia.silva@limajr.com.br | ana.menna@limajr.com.br | paulo.cicolin@limajr.com.br | fabiano@limajr.com.br | bruna.paifer@limajr.com.br | arquivo2@limajr.com.br | ana.souza@limajr.com.br | carla.guimaraes@limajr.com.br | ariana.amorim@limajr.com.br | raphaela.bezerra@limajr.com.br | fernanda.rossini@limajr.com.br | carolina.forti@limajr.com.br | gabriel.teixeira@limajr.com.br | giselle.silva@limajr.com.br | vanessa.domene@limajr.com.br | poliana.borges@limajr.com.br | geany.leite@limajr.com.br | secretaria@limajr.com.br | flavia@limajr.com.br | thais.corsi@limajr.com.br | joao@limajr.com.br | clovis.purgato@limajr.com.br | erica.morato@limajr.com.br | luara.zola@limajr.com.br | mariana.silva@limajr.com.br
25.252.304/0001-77,Não Informado,ANA FLAVIA VELLOSO SOCIEDADE INDIVIDUAL DE ADVOCACIA,JOAO PESSOA,PB,RUA RODRIGUES DE AQUINO,358,CENTRO,58013-030,12/05/2016,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 20.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,ANA FLAVIA VELLOSO BORGES PEREIRA MACEDO - (TITULAR PESSOA FÍSICA RESIDENTE OU DOMICILIADO NO BRASIL),https://vellosoadvocacia.com.br,,,(83)999035544,(83)986250001 | (83)32221136 | (83)35068753 | (83)35667516,financeirorn@vellosoadvocacia.com.br | financeiro@vellosoadvocacia.com.br | servicos.sercon@gmail.com
25.278.270/0001-90,GERSON GRABOSKI SOCIEDADE DE ADVOGADOS,GERSON GRABOSKI SOCIEDADE DE ADVOGADOS,SAO PAULO,SP,RUA DO BOSQUE,1621,BARRA FUNDA,01136-001,30/06/2016,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 20.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,GERSON LUIZ GRABOSKI DE LIMA - (SÓCIO-ADMINISTRADOR) | BRUNO MORENO MOREIRA - (SÓCIO SEM CAPITAL) | GILBERTO LUIZ GRACA FILHO - (SÓCIO SEM CAPITAL) | FABIO AUGUSTO DA COSTA SOUZA - (SÓCIO SEM CAPITAL),"https://graboski.adv.br, http://www.graboski.adv.br/",https://www.linkedin.com/company/graboski-advogados-associados,(11) 33923052,(11)987174952 | (41)996873855 | (11)979542814 | (14)981414243,(11)33923052,ademar@graboski.adv.br | alan.sp@graboski.adv.br | fabio.sp@graboski.adv.br | bernadete@graboski.adv.br
25.341.227/0001-21,Não Informado,THOME & IGARASHI ADVOCACIA,CURITIBA,PR,RUA BARAO DO RIO BRANCO,63,CENTRO,80010-180,10/03/2016,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 20.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,DIEGO ARTHUR IGARASHI SANCHEZ - (SÓCIO-ADMINISTRADOR) | AGATHA THOME IGARASHI - (SÓCIO-ADMINISTRADOR),"https://thomeigarashi.com.br, https://thomeigarashi.com.br/contato/",,(41) 30793692,(41)997339400 | (41)997291024,(41)998951024 | (41)34085055 | (41)30793692,financeiro@thomeigarashi.com.br
26.130.555/0001-41,MANGERONA & POMPEU SOCIEDADE DE ADVOGADOS,MANGERONA & POMPEU SOCIEDADE DE ADVOGADOS,CAMPINAS,SP,AVENIDA BARAO DE ITAPURA,2294,JARDIM GUANABARA,13073-300,03/08/2016,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 72.400,00",6911701 - SERVIÇOS ADVOCATÍCIOS,FILIPE MARQUES MANGERONA - (SÓCIO-ADMINISTRADOR) | FERNANDO POMPEU LUCCAS - (SÓCIO-ADMINISTRADOR),"https://mangeronaepompeu.com.br, http://www.pompeuluccas.com.br/, https://www.pompeuluccas.com.br",,(19) 32316213,(11)998903594 | (19)996055275,(11)32562006 | (11)32587363 | (11)20689061 | (19)32316213,contato@mangeronaepompeu.com.br
26.579.418/0001-99,Não Informado,SILVA E MATOS SOCIEDADE DE ADVOGADOS,SAO PAULO,SP,RUA ARAGUARI,835,VILA UBERABINHA,04514-041,11/10/2016,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 100.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,EDSON ALVES DA SILVA - (SÓCIO-ADMINISTRADOR) | RAFAEL ALFREDI DE MATOS - (SÓCIO-ADMINISTRADOR) | LEANDRO AUGUSTO DOS REIS SOARES - (SÓCIO-ADMINISTRADOR) | FELIPE BARRIONUEVO MIYASHITA - (SÓCIO-ADMINISTRADOR) | MARCELO PONTES BRITO - (SÓCIO SEM CAPITAL) | GUSTAVO GALVAO GARBES - (SÓCIO SEM CAPITAL) | JESSICA BRITO DA SILVA - (SÓCIO SEM CAPITAL) | MARLUS SANTOS ALVES - (SÓCIO-ADMINISTRADOR) | CAROLINA PASSOS - (SÓCIO SEM CAPITAL) | JESSICA FERNANDES SALVADOR - (SÓCIO SEM CAPITAL) | LUIZ GUILHERME ROS - (SÓCIO-ADMINISTRADOR) | MATHEUS NOBREGA XIMENES SILVA - (SÓCIO SEM CAPITAL) | VICTOR VARELA RIGOLON MIRANDA - (SÓCIO SEM CAPITAL) | CAMILA DE OLIVEIRA - (SÓCIO SEM CAPITAL) | JOYCE DE OLIVEIRA FERNANDES DIAS - (SÓCIO SEM CAPITAL) | EMILLY MEDEIROS NASCIMENTO - (SÓCIO SEM CAPITAL) | DANIEL DE PAULA NEVES - (SÓCIO SEM CAPITAL) | HILARY FERNANDES RODRIGUES GARCIA - (SÓCIO SEM CAPITAL) | JEANE COIMBRA MORITA - (SÓCIO SEM CAPITAL) | KENDSON QUEIROGA FIGUEIREDO - (SÓCIO SEM CAPITAL) | LETICIA PEREIRA MARQUES - (SÓCIO SEM CAPITAL) | LAIS PALHARES ALVES - (SÓCIO SEM CAPITAL) | MATHEUS AUGUSTO GONCALVES - (SÓCIO SEM CAPITAL) | MARINA REGINA SOUZA PAGANOTTI - (SÓCIO SEM CAPITAL) | THAMARA ALVARES DOS SANTOS - (SÓCIO SEM CAPITAL) | VERONICA FERREIRA MARASTENGON - (SÓCIO SEM CAPITAL),https://silvamatos.com.br,,,(11)999913167 | (17)997039092 | (11)947548613 | (61)983385223 | (11)981287258 | (61)981526868 | (11)937083639 | (71)999599515 | (11)938033738 | (12)992372181 | (11)970645600 | (11)957832198 | (11)994539873 | (11)994806298 | (17)997715153 | (11)981329250 | (11)973488495 | (17)981939068 | (11)985715614 | (11)981418281 | (17)982279127 | (18)997982444 | (11)947686113 | (11)983390943,(11)35543491,financeiro.sp@silvamatos.com.br
27.314.141/0001-35,Não Informado,MELLO E TORRES SOCIEDADE DE ADVOGADOS,SAO PAULO,SP,RUA RUA IGUATEMI,151,ITAIM BIBI,01451-011,24/02/2017,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 1.536.747,00",6911701 - SERVIÇOS ADVOCATÍCIOS,CARLOS JOSE ROLIM DE MELLO - (SÓCIO-ADMINISTRADOR) | CLOVIS TORRES JUNIOR - (SÓCIO-ADMINISTRADOR) | ALEXANDRE SIMOES PINTO - (SÓCIO-ADMINISTRADOR) | FABRICIO ANTONIO CARDIM DE ALMEIDA - (SÓCIO COM CAPITAL) | JULIA SCHLEDORN DE CAMARGO - (SÓCIO COM CAPITAL) | ANA CAROLINA ARAUJO DE FRANCA - (SÓCIO COM CAPITAL) | SERGIO ANDRE LACLAU SARMENTO MARQUES - (SÓCIO-ADMINISTRADOR) | RENATA RIBEIRO KINGSTON - (SÓCIO COM CAPITAL) | JULIANO ZORZI - (SÓCIO COM CAPITAL) | NATELLY NOBREGA MORAIS MORETE - (SÓCIO COM CAPITAL) | ANTONIO CARLOS OLIVEIRA DE ANDRADE - (SÓCIO COM CAPITAL) | CLARA OLIVEIRA GOMES DE SOUZA - (SÓCIO COM CAPITAL) | GABRIELLA EL KHOURI TEIXEIRA LOUREIRO - (SÓCIO COM CAPITAL) | GLAUCIA GOMES MENATO - (SÓCIO COM CAPITAL) | SOLANGE MARIA SANTOS COSTA - (SÓCIO COM CAPITAL) | FABRIZIO DE OLIVEIRA SASDELLI - (SÓCIO COM CAPITAL) | IVAN LAGO MARIOTTO - (SÓCIO COM CAPITAL) | NICOLAS TEODORO DE MENEZES SILVA - (SÓCIO COM CAPITAL) | PEDRO LOUZADA VILLACA AZEVEDO - (SÓCIO COM CAPITAL) | TOMAS BUSSAMRA REAL AMADEO - (SÓCIO COM CAPITAL) | GUSTAVO AMARAL SANTOS KOHNEN - (SÓCIO COM CAPITAL) | MELLO E TORRES SOCIEDADE DE ADVOGADOS - (COTAS EM TESOURARIA) | DANIELLA LUCILIA DE TEIXEIRA BETTI - (SÓCIO COM CAPITAL) | VINICIUS GONCALVES VILLA ALVAREZ - (SÓCIO COM CAPITAL) | GIOVANNA TAVARES PARGA MARTINEZ - (SÓCIO COM CAPITAL) | CLARA LAUAND VARGAS - (SÓCIO COM CAPITAL) | LUKAS HENRIQUE FAKHOURI - (SÓCIO COM CAPITAL) | ANTONIO MEZZAVILLA CARVALHO - (SÓCIO COM CAPITAL) | DIEGO LOPES DE OLIVEIRA - (SÓCIO COM CAPITAL) | THIAGO AMARAL MARQUES - (SÓCIO COM CAPITAL) | BRUNO DE CAMARGOS BARREIRO - (SÓCIO COM CAPITAL) | MARIANA MODESTO ZELMANOVITS - (SÓCIO COM CAPITAL) | ISABELLA FIGUEIREDO JARDIM PEREIRA - (SÓCIO COM CAPITAL) | CAROLINE FERRAREZ RODRIGUES - (SÓCIO COM CAPITAL) | DIANIE TEIXEIRA DA SILVA - (SÓCIO COM CAPITAL) | PATRICCIA CENDAROGLO MAESTRA - (SÓCIO COM CAPITAL),"http://mellotorres.com.br, https://mellotorres.com.br/",,(11) 30745700,(85)986363519 | (21)997479981 | (11)982238826 | (11)941111666 | (11)970751374 | (11)999035007 | (16)996349930 | (11)994449991 | (11)982839824 | (11)957111880 | (11)988436778 | (11)996188435 | (11)940360048 | (11)999815538 | (31)988555547 | (11)974621386 | (21)994924149 | (21)991115571 | (11)985705504 | (21)998414433 | (11)994002412 | (11)945422022 | (11)974844536 | (11)990169099 | (11)983883030 | (11)993831331,(11)994189990 | (11)30745700 | (11)965879975 | (11)30745740 | (11)30745715,carlos.mello@rolimdemello.com.br | accounting@souzamello.com.br
